item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,kpi_score,,inventory_value,days_of_inventory,inventory_coverage_days,stockout_risk,holding_cost_exposure,safety_stock,reorder_quantity,excess_inventory_flag,slow_moving_flag,fast_moving_flag,forecast_accuracy_gap,demand_growth_pct,supplier_id
ITM12769,Groceries,183,38,14,9,8.38,3.93,0.88,L69,B,39,2.43,57.39,1.98,0,0.79,639,11.08,0.51,9/3/24,179.9,0.61,,10502.37,21.83770883,7.120622568,Low,362.34,19.4535,0,YES,NO,NO,121.24,,SUP010
ITM12770,Groceries,405,90,3,4,46.23,7.08,0.15,L44,B,160,3.47,37.66,1.61,1,0.8,566,9.73,0.26,3/28/24,229.89,0.561,,15252.3,8.760545101,12.33198486,Low,652.05,23.364,0,YES,NO,NO,93.72,,SUP005
ITM12771,Groceries,425,16,14,8,28.69,0.64,0.75,L70,C,135,2.24,78.22,1.65,9,0.89,303,11.55,0.79,4/22/24,210,0.545,,33243.5,14.81352388,14.16666667,Medium,701.25,2.986819044,0,YES,NO,NO,9.17,,SUP002
ITM12772,Groceries,243,37,8,6,17.13,3.58,0.4,L46,C,45,5,86.17,0.83,9,0.85,881,8,0.75,7/29/24,181.93,0.564,,20939.31,14.18563923,9.349749904,Medium,201.69,14.46913591,0,YES,NO,NO,62.02,,SUP004
ITM12773,Apparel,291,23,14,6,7.88,3.53,0.71,L87,C,134,1.38,71.96,0.59,9,0.93,668,3.44,0.24,11/3/24,71.17,0.441,,20940.36,36.92893401,28.62161023,Medium,171.69,14.26705301,0,YES,YES,NO,16.01,,SUP007
ITM12774,Pharma,165,53,14,9,19.19,7.61,0.66,L99,A,133,0.54,195.53,1.24,8,0.91,805,2.61,0.95,3/14/24,259.92,0.523,,32262.45,8.598228244,4.443674977,Medium,204.6,37.6695,0,YES,YES,NO,125.59,,SUP004
ITM12775,Automotive,472,39,11,7,35.55,3.49,0.55,L93,B,127,1.36,177.36,1.77,1,0.78,222,7.74,0.97,10/25/24,192.37,0.656,,83713.92,13.27707454,17.17523522,Low,835.44,15.23555892,0,YES,NO,NO,56.48,,SUP014
ITM12776,Groceries,457,90,14,5,19.86,6.52,0.87,L88,C,132,4.49,175.87,1.48,1,0.94,478,3.88,0.47,4/3/24,211.32,0.566,,80372.59,23.01107754,15.13817906,Low,676.36,24.0556193,0,YES,YES,NO,72.3,,SUP015
ITM12777,Groceries,375,41,5,6,13.06,7.04,0.74,L83,D,46,1.15,85.77,1,7,0.95,85,14.75,0.3,11/15/24,74.91,0.607,,32163.75,28.7136294,35.04205046,Medium,375,28.45327285,0,YES,NO,YES,16.51,,SUP009
ITM12778,Groceries,49,79,9,5,29.29,6.76,0.9,L89,B,70,2.66,192.95,1.53,4,0.88,954,3.78,0.29,12/3/24,85.83,0.451,,9454.55,1.672925913,3.9962717,High,74.97,24.94110222,30,NO,YES,NO,119.2,,SUP002
ITM12779,Pharma,64,97,8,3,21.47,6.23,0.35,L34,A,105,2.39,139.96,1.41,4,0.98,456,8.93,0.87,9/18/24,273.19,0.668,,8957.44,2.980903586,1.63988433,High,90.24,17.80461628,33,NO,NO,NO,122.9,,SUP002
ITM12780,Electronics,294,15,10,4,9.12,4.43,0.41,L79,B,129,3.5,168.08,1.83,5,0.93,465,1.02,0.57,5/15/24,148.06,0.431,,49415.52,32.23684211,13.89977036,Medium,538.02,14.619,0,YES,YES,NO,84.22,,SUP013
ITM12781,Electronics,490,36,5,8,8.55,4.05,0.66,L62,A,21,0.75,105.17,0.6,7,0.88,734,4.55,0.21,3/26/24,170.61,0.479,,51533.3,57.30994152,20.10433152,Medium,294,18.90096426,0,YES,YES,NO,110.76,,SUP014
ITM12782,Apparel,53,91,5,8,35.67,5.86,0.97,L25,C,131,3.46,40.52,0.33,7,0.97,461,4.63,0.94,12/17/24,42.12,0.671,,2147.56,1.485842445,8.808167142,High,17.49,27.34806187,38,NO,YES,NO,207.57,,SUP005
ITM12783,Electronics,160,97,6,4,48.76,1.11,0.43,L32,A,44,2.1,178.51,0.99,8,0.88,537,11.33,0.67,6/24/24,124.43,0.602,,28561.6,3.281378179,9.001044764,Medium,158.4,3.663,0,NO,NO,NO,216.89,,SUP005
ITM12784,Groceries,446,33,5,6,12.42,8.82,0.13,L36,A,76,4.67,102.42,0.79,9,0.86,741,7.94,0.75,8/20/24,267.24,0.569,,45679.32,35.90982287,11.68238288,Medium,352.34,35.64742423,0,YES,NO,NO,180.3,,SUP011
ITM12785,Groceries,337,43,11,6,38.88,8.34,0.5,L72,D,47,4.32,194.03,1.95,2,0.81,828,1.17,0.86,11/1/24,271.04,0.515,,65388.11,8.667695473,8.703512397,Low,657.15,33.70742835,0,YES,YES,NO,1.12,,SUP007
ITM12786,Groceries,393,49,13,3,5.29,3.79,0.59,L39,B,33,2.3,58.42,0.11,8,0.96,816,6.31,0.85,10/29/24,221.74,0.675,,22959.06,74.29111531,12.40642194,Medium,43.23,10.83137973,0,YES,NO,NO,184.71,,SUP007
ITM12787,Apparel,240,56,6,7,19.7,5.88,0.82,L29,A,90,4.97,198.55,1.87,2,0.74,964,10.03,0.26,2/5/24,168.23,0.507,,47652,12.18274112,9.986328241,Low,448.8,25.66907922,0,YES,NO,NO,30.33,,SUP009
ITM12788,Groceries,375,88,8,7,25.83,9.36,0.76,L39,D,177,0.73,52.26,1.91,0,0.84,881,9.91,0.66,4/27/24,279.94,0.641,,19597.5,14.51800232,9.377009359,Low,716.25,40.86098325,0,YES,NO,NO,99.13,,SUP014
ITM12789,Electronics,41,84,10,7,14.17,3.08,0.97,L99,D,81,4.05,79.95,0.2,4,0.86,370,1.75,0.76,7/12/24,262.83,0.647,,3277.95,2.893436838,1.091960583,High,8.2,13.44570816,43,NO,YES,NO,163.64,,SUP009
ITM12790,Pharma,199,95,13,5,26.95,7.55,0.8,L37,D,88,2.45,122.86,1.79,6,0.87,122,14,0.27,7/16/24,255.44,0.516,,24449.14,7.384044527,5.453335421,Medium,356.21,27.85581683,0,YES,NO,YES,66.79,,SUP005
ITM12791,Pharma,455,33,10,7,44.25,1.29,0.37,L91,C,123,2.45,141.73,0.99,2,0.9,618,4.46,0.38,3/8/24,265.72,0.576,,64487.15,10.28248588,11.98630137,Low,450.45,5.631481666,0,YES,YES,NO,44.03,,SUP007
ITM12792,Automotive,386,74,7,4,47.28,5.47,0.68,L27,C,54,1.27,146.85,1.56,8,0.85,627,13.48,0.52,2/25/24,141.44,0.538,,56684.1,8.164128596,19.10350679,Medium,602.16,18.051,0,YES,NO,YES,189.52,,SUP002
ITM12793,Electronics,439,27,7,8,5.93,8.9,0.71,L89,A,134,2.82,100.49,0.25,0,0.78,693,3.99,0.91,1/9/24,162.39,0.766,,44115.11,74.03035413,18.92357904,Low,109.75,41.53545233,0,YES,YES,NO,120.88,,SUP002
ITM12794,Groceries,348,53,8,8,14.32,5.74,1,L91,B,105,0.88,24.6,1.91,5,0.96,462,8.95,0.88,4/13/24,132.96,0.596,,8560.8,24.30167598,18.32129964,Medium,664.68,26.7880333,0,YES,NO,NO,32.72,,SUP013
ITM12795,Pharma,250,85,12,5,48.98,6.35,0.22,L63,C,22,3.27,104.25,1.25,5,0.9,821,6.69,0.83,9/24/24,224.62,0.61,,26062.5,5.104124132,7.790935803,Medium,312.5,23.42840223,0,YES,NO,NO,118.24,,SUP014
ITM12796,Electronics,422,66,9,3,14.25,9.12,0.27,L41,C,119,1.59,73.59,1.81,7,0.96,173,9.14,0.99,9/15/24,181.66,0.591,,31054.98,29.61403509,16.2611472,Medium,763.82,26.06390055,0,YES,NO,NO,81.91,,SUP006
ITM12797,Pharma,57,37,12,4,34.94,7.3,0.24,L62,A,15,3.76,134.95,1.38,2,0.78,434,7.97,0.39,12/16/24,30.21,0.562,,7692.15,1.63136806,13.20754717,Low,78.66,24.09,0,NO,NO,NO,214.37,,SUP005
ITM12798,Groceries,89,80,9,8,13.42,7.11,0.63,L45,A,106,3.23,44.63,1.12,4,0.89,653,1.03,0.57,8/2/24,49.61,0.514,,3972.07,6.631892697,12.55795203,Medium,99.68,33.18169281,0,NO,YES,NO,44.33,,SUP002
ITM12799,Pharma,135,32,6,4,18.46,6.07,0.22,L72,C,80,3.86,84.84,0.43,9,0.91,835,5.92,0.56,3/17/24,65.77,0.55,,11453.4,7.313109426,14.368253,Medium,58.05,20.031,0,YES,NO,NO,63.45,,SUP013
ITM12800,Automotive,258,94,8,8,10.37,6.51,0.69,L93,A,56,3.87,193.56,0.44,4,0.82,702,1.16,0.74,11/6/24,204.46,0.603,,49938.48,24.87945998,8.833023574,Medium,113.52,30.38154996,0,YES,YES,NO,131.87,,SUP012
ITM12801,Automotive,354,43,9,2,42.96,8.14,0.82,L36,D,102,1.39,26.88,1,7,0.94,281,10.57,0.88,2/19/24,41.84,0.665,,9515.52,8.240223464,59.22562141,Medium,354,18.99430236,0,YES,NO,NO,258.88,,SUP007
ITM12802,Pharma,460,20,7,3,44.25,9.8,0.49,L37,A,110,0.5,124.44,1.75,6,0.7,631,12.95,0.59,3/31/24,166.84,0.536,,57242.4,10.39548023,19.29992807,Medium,805,28.00726156,0,YES,NO,YES,142.91,,SUP004
ITM12803,Electronics,167,95,7,3,15.55,8.06,0.6,L16,D,53,2.15,27.22,0.32,2,0.88,482,6.39,0.59,8/31/24,253.84,0.707,,4545.74,10.73954984,4.605263158,Low,53.44,23.03454369,0,NO,NO,NO,144.99,,SUP009
ITM12804,Electronics,28,44,4,9,41.36,7.22,0.92,L74,C,41,4.64,39.83,2,6,0.88,540,8.35,0.69,11/10/24,284.78,0.505,,1115.24,0.676982592,0.688250579,High,56,35.739,16,NO,NO,NO,4.74,,SUP008
ITM12805,Electronics,307,51,9,2,18.55,1.79,0.61,L87,B,12,3.1,124.94,1.76,9,0.86,736,1.92,0.79,11/3/24,134.19,0.4,,38356.58,16.54986523,16.01460616,Medium,540.32,4.176879756,0,YES,YES,NO,4.34,,SUP012
ITM12806,Pharma,407,37,14,5,5.85,8.26,0.29,L70,D,93,3.77,94.36,0.85,7,0.89,920,6.39,0.36,1/20/24,164.69,0.51,,38404.52,69.57264957,17.29916813,Medium,345.95,30.47537047,0,YES,NO,NO,123.74,,SUP009
ITM12807,Electronics,69,91,8,8,38.15,7.49,0.41,L49,B,175,4.46,114.21,0.58,4,0.75,135,2.94,0.97,9/29/24,251.14,0.645,,7880.49,1.808650066,1.923230071,High,40.02,34.95511662,22,NO,YES,NO,15.91,,SUP013
ITM12808,Groceries,357,87,13,9,30.23,7.82,0.58,L51,C,13,4.58,177.18,1.85,4,0.91,814,1.91,0.27,9/14/24,281.37,0.396,,63253.26,11.8094608,8.881543875,Medium,660.45,38.709,0,YES,YES,NO,69.76,,SUP008
ITM12809,Automotive,24,91,3,8,14.44,2.7,0.24,L45,A,154,2.88,165.28,0.33,0,0.8,79,3.41,0.22,3/1/24,123.06,0.616,,3966.72,1.662049861,1.365187713,High,7.92,12.60064284,67,NO,YES,NO,21.98,,SUP003
ITM12810,Groceries,423,33,6,8,13.4,9.08,0.65,L99,D,174,2.93,178.72,0.76,7,0.84,716,13.19,0.49,2/17/24,112.39,0.626,,75598.56,31.56716418,26.3457603,Medium,321.48,42.37549518,0,YES,NO,YES,18.59,,SUP002
ITM12811,Electronics,362,17,5,7,48.81,1.42,1,L19,D,97,4.33,127.09,0.26,5,0.8,249,14.75,0.76,9/3/24,140.74,0.783,,46006.58,7.41651301,18.0048316,Medium,94.12,6.198995322,0,YES,NO,YES,200.93,,SUP008
ITM12812,Groceries,145,62,14,7,43.26,2.91,0.69,L38,C,115,4.13,103.03,1.91,5,0.84,924,13.31,0.98,12/3/24,83.6,0.65,,14939.35,3.351826167,12.14114833,Medium,276.95,12.70357492,0,YES,NO,YES,219.22,,SUP001
ITM12813,Electronics,94,81,5,7,40.68,6.8,0.44,L6,C,114,3.64,97.25,1.27,4,0.89,205,14.58,0.95,3/7/24,259.3,0.755,,9141.5,2.310717797,2.537601234,Medium,119.38,29.68532971,0,NO,NO,YES,25.46,,SUP001
ITM12814,Pharma,184,13,9,7,7.27,6.9,0.4,L37,A,45,3.22,150.56,0.74,4,0.95,806,11.23,0.75,11/4/24,102.28,0.736,,27703.04,25.30949106,12.59288228,Medium,136.16,30.12187868,0,YES,NO,NO,51.39,,SUP007
ITM12815,Groceries,297,14,13,7,38,3.48,0.94,L92,B,67,3.28,109.05,0.62,2,0.85,947,3.24,0.55,10/3/24,140.34,0.621,,32387.85,7.815789474,14.81402309,Low,184.14,15.19190403,0,YES,YES,NO,125.66,,SUP002
ITM12816,Pharma,461,58,14,2,11.51,7.16,0.88,L11,D,178,2.13,30.1,0.94,2,0.8,581,8.88,0.68,1/1/24,102.79,0.68,,13876.1,40.05212858,31.39410448,Low,433.34,16.70751903,0,YES,NO,NO,22.22,,SUP011
ITM12817,Pharma,343,39,12,3,48.89,4.19,0.53,L45,B,17,4.28,36.97,0.27,1,0.85,764,11.24,0.97,12/13/24,44.49,0.867,,12680.71,7.015749642,53.96718364,Low,92.61,11.97453326,0,YES,NO,NO,297.74,,SUP013
ITM12818,Apparel,496,81,6,5,3.55,0.5,0.42,L57,D,167,3.28,77.85,1.79,8,0.91,895,8.19,0.41,11/28/24,185.93,0.434,,38613.6,139.7183099,18.6736944,Medium,887.84,1.844756081,0,YES,NO,NO,161.08,,SUP014
ITM12819,Electronics,319,72,14,4,18.25,2.04,0.74,L84,D,95,1.51,22.89,1.07,7,0.8,201,8.77,0.58,8/8/24,180.41,0.546,,7301.91,17.47945205,12.37736267,Medium,341.33,6.732,0,YES,NO,NO,52.66,,SUP003
ITM12820,Automotive,309,56,10,7,22,8.88,0.38,L33,A,106,1.58,55.45,1.48,2,0.82,126,9.21,0.75,9/24/24,95.52,0.649,,17134.05,14.04545455,22.64447236,Low,457.32,38.76554821,0,YES,NO,NO,58.48,,SUP004
ITM12821,Electronics,96,35,13,2,41.39,2.62,0.21,L96,D,162,4.38,134.72,0.54,4,0.87,377,7.54,0.21,8/3/24,19.11,0.583,,12933.12,2.319400821,35.16483516,Medium,51.84,6.11364523,0,YES,NO,NO,270.62,,SUP015
ITM12822,Automotive,317,66,11,9,38.54,1.57,0.38,L62,D,68,3.32,12.36,1.06,9,0.79,221,5.07,0.51,7/8/24,281.66,0.442,,3918.12,8.22522055,7.878292977,Medium,336.02,7.7715,0,YES,NO,NO,11.88,,SUP009
ITM12823,Electronics,156,46,5,9,19.37,6.98,0.49,L28,C,39,2.29,124.78,0.5,4,0.76,454,9.92,0.65,1/23/24,113.11,0.684,,19465.68,8.053691275,9.654318805,Medium,78,34.551,0,YES,NO,NO,22.48,,SUP013
ITM12824,Pharma,125,16,7,8,28.71,4.69,0.33,L26,A,110,1.34,156.75,1.65,7,0.74,455,1.75,0.92,12/23/24,166.24,0.45,,19593.75,4.353883664,5.263474495,Medium,206.25,21.8877833,0,YES,YES,NO,34.73,,SUP013
ITM12825,Groceries,114,49,6,5,41.94,8.07,0.3,L69,C,76,3.25,42.33,1.57,5,0.81,890,3.39,0.99,9/28/24,51.69,0.548,,4825.62,2.718168813,15.4381892,Medium,178.98,29.77436315,0,YES,YES,NO,241.89,,SUP010
ITM12826,Groceries,154,48,14,9,1.89,8.68,0.11,L35,D,141,1.33,44.38,0.38,6,0.71,811,13.95,0.65,8/7/24,82.84,0.7,,6834.52,81.48148148,13.01303718,Medium,58.52,42.966,0,YES,NO,YES,69.61,,SUP012
ITM12827,Apparel,87,71,12,5,40.31,8.54,0.67,L72,A,102,2.62,15.48,0.24,4,0.88,747,7.84,0.96,4/27/24,136.22,0.769,,1346.76,2.158273381,4.470709147,Medium,20.88,31.50843387,0,NO,NO,NO,145.95,,SUP005
ITM12828,Automotive,166,87,8,5,47.4,3.47,0.65,L90,D,72,3.55,107.37,1.67,0,0.75,411,12.5,0.28,9/3/24,173.05,0.606,,17823.42,3.502109705,6.714822306,Low,277.22,12.80260721,0,NO,NO,YES,158.75,,SUP015
ITM12829,Automotive,497,62,13,2,2.57,5.3,0.27,L35,A,41,3.04,134.37,0.31,7,0.81,177,11.17,0.76,7/14/24,257.66,0.692,,66781.89,193.385214,13.50228984,Medium,154.07,12.3672976,0,YES,NO,NO,239.67,,SUP005
ITM12830,Automotive,178,13,12,4,3.23,6.68,0.95,L18,B,96,4.65,96.81,1.14,3,0.78,924,5.49,0.52,6/28/24,94.22,0.559,,17232.18,55.10835913,13.2243685,Medium,202.92,22.044,0,YES,NO,NO,71.61,,SUP005
ITM12831,Pharma,403,91,6,7,17.88,3.56,0.47,L14,B,60,0.68,84,1.12,4,0.89,572,12.25,0.8,10/28/24,262.82,0.709,,33852,22.53914989,10.73358192,Medium,451.36,15.5411432,0,YES,NO,YES,137.66,,SUP004
ITM12832,Automotive,182,34,10,5,5.3,0.89,0.12,L79,A,72,1.76,96.34,0.49,0,0.96,385,2.28,0.89,12/22/24,142.95,0.751,,17533.88,34.33962264,8.912207065,Low,89.18,3.283665825,0,YES,YES,NO,105.85,,SUP002
ITM12833,Groceries,460,16,5,2,24.48,5.21,0.3,L95,D,89,0.76,158.49,1.22,2,0.89,803,13.25,0.24,10/21/24,135.48,0.641,,72905.4,18.79084967,23.76734573,Low,561.2,12.15728689,0,YES,NO,YES,35.88,,SUP012
ITM12834,Pharma,360,37,13,8,36.71,0.62,0.72,L76,A,96,1.38,16.37,1.06,1,0.86,742,10.53,0.95,2/20/24,124.96,0.776,,5893.2,9.806592209,20.16645327,Low,381.6,2.893480949,0,YES,NO,NO,132.01,,SUP014
ITM12835,Electronics,208,78,7,3,28.78,9.53,0.28,L31,D,119,1.06,158.93,1.07,1,0.9,314,13.98,0.25,8/5/24,266.99,0.689,,33057.44,7.22724114,5.453387767,Low,222.56,27.23563292,0,YES,NO,YES,65.53,,SUP005
ITM12836,Automotive,434,76,3,8,10.63,8.07,0.15,L32,B,110,3.8,136.61,0.78,0,0.71,244,13.54,0.8,3/9/24,82.79,0.805,,59288.74,40.82784572,36.69525305,Low,338.52,37.66192138,0,YES,NO,YES,8.38,,SUP013
ITM12837,Automotive,358,29,8,2,33.09,2.32,0.66,L7,D,138,2.16,55.87,1.69,5,0.74,807,6.32,0.26,5/10/24,258.64,0.415,,20001.46,10.81897854,9.689143211,Medium,605.02,5.413609517,0,YES,NO,NO,27.01,,SUP005
ITM12838,Electronics,114,92,13,2,34.56,3.23,0.57,L86,C,28,4.66,109.7,0.26,7,0.73,149,13,0.89,9/1/24,35.84,0.731,,12505.8,3.298611111,22.265625,Medium,29.64,7.537051181,0,NO,NO,YES,206.08,,SUP001
ITM12839,Automotive,200,20,7,2,46.69,9.84,0.79,L68,B,110,0.61,19.37,0.93,2,0.73,613,8.88,0.36,4/29/24,287.05,0.603,,3874,4.283572499,4.877199094,Low,186,22.9611714,0,YES,NO,NO,39.78,,SUP013
ITM12840,Electronics,307,76,10,5,8.19,4.05,0.8,L29,C,172,3.44,82.12,0.59,0,0.78,420,3.2,0.55,2/12/24,155.87,0.65,,25210.84,37.48473748,13.7871303,Low,181.13,14.94252426,0,YES,YES,NO,98.54,,SUP009
ITM12841,Pharma,341,96,11,2,34.92,7.95,0.96,L82,B,103,4.87,43.07,1.71,9,0.86,958,12.61,0.95,5/25/24,299.68,0.579,,14686.87,9.765177549,7.96516284,Medium,583.11,18.5509464,0,YES,NO,YES,55.24,,SUP006
ITM12842,Groceries,206,16,10,3,45.66,4.74,0.15,L30,B,90,1.29,14.24,0.53,1,0.73,946,13.71,0.83,11/2/24,186.3,0.822,,2933.44,4.511607534,7.740203972,Low,109.18,13.54636937,0,YES,NO,YES,133.32,,SUP002
ITM12843,Electronics,391,32,10,5,25.58,8.71,0.14,L7,C,112,2.49,77.85,1.56,2,0.98,477,2.18,0.83,10/5/24,44.1,0.595,,30439.35,15.2853792,62.06349206,Low,609.96,32.13565094,0,YES,YES,NO,134.96,,SUP014
ITM12844,Apparel,157,70,14,8,18.73,7.19,0.99,L13,A,122,3.66,147.96,1.26,5,0.96,636,14.03,0.81,7/28/24,27.66,0.715,,23229.72,8.382274426,39.73246565,Medium,197.82,33.55504519,0,YES,NO,YES,103.45,,SUP002
ITM12845,Electronics,149,80,5,3,9.37,0.72,0.68,L53,D,163,3.35,184.99,1.76,2,0.99,969,9.42,0.66,5/11/24,66.09,0.64,,27563.51,15.9018143,15.78151006,Low,262.24,2.057676359,0,NO,NO,NO,0.5,,SUP003
ITM12846,Automotive,213,43,6,9,43.47,3.3,0.74,L43,B,22,3.05,135.83,1.23,8,0.71,182,1.36,0.96,4/6/24,132.13,0.469,,28931.79,4.899930987,11.28434118,Medium,261.99,16.335,0,YES,YES,NO,172.16,,SUP007
ITM12847,Pharma,335,28,13,6,20.32,5.8,0.19,L92,D,127,1.97,86.37,1.16,0,0.96,305,8.59,0.87,1/3/24,226.68,0.765,,28933.95,16.48622047,10.34497971,Low,388.6,23.44161684,0,YES,NO,NO,84.44,,SUP010
ITM12848,Pharma,491,67,6,8,46.32,9.3,0.16,L61,B,95,3.78,199.9,1.62,6,0.94,499,12.15,0.55,12/29/24,10.21,0.578,,98150.9,10.60017271,336.6307542,Medium,795.42,43.40221423,0,YES,NO,YES,314.03,,SUP012
ITM12849,Electronics,292,18,13,2,42.54,1.47,0.24,L13,D,32,3.44,63.76,1.17,9,0.97,770,8.46,0.79,1/4/24,84.63,0.568,,18617.92,6.86412788,24.15219189,Medium,341.64,3.430174996,0,YES,NO,NO,213.15,,SUP007
ITM12850,Groceries,371,57,7,7,19.46,6.21,0.48,L88,B,116,1.23,45.55,1.7,7,0.86,453,10.9,1,10/22/24,180.4,0.607,,16899.05,19.0647482,14.39578714,Medium,630.7,27.10969081,0,YES,NO,NO,44.18,,SUP014
ITM12851,Apparel,163,91,11,7,29.12,3.37,0.2,L99,A,172,4.84,98.1,0.19,8,0.94,704,13.31,0.9,9/24/24,96.39,0.766,,15990.3,5.597527473,11.83732752,Medium,30.97,14.71170017,0,NO,NO,YES,107.45,,SUP015
ITM12852,Pharma,35,50,14,5,2.33,8.95,0.5,L18,B,21,3,105.93,1.04,7,0.72,629,13.18,0.2,3/1/24,113.51,0.516,,3707.55,15.02145923,2.158400141,High,36.4,33.02113386,15,NO,NO,YES,97.2,,SUP003
ITM12853,Automotive,321,57,11,7,13.9,7.77,0.61,L1,A,146,2.86,77.42,1.64,4,0.72,103,3.5,0.79,9/23/24,97.22,0.505,,24851.82,23.09352518,23.11252829,Medium,526.44,33.91985468,0,YES,YES,NO,0.08,,SUP015
ITM12854,Automotive,442,54,12,8,35.8,4.01,0.1,L71,B,87,4.32,142.14,1.71,0,0.74,828,6.98,0.92,1/4/24,286.42,0.654,,62825.88,12.34636872,10.80231827,Low,755.82,18.71428807,0,YES,NO,NO,35.82,,SUP008
ITM12855,Groceries,264,34,14,5,34.22,2.09,0.2,L21,D,76,3.38,44.93,1.68,0,0.97,456,2.56,0.46,7/11/24,29.09,0.552,,11861.52,7.714786674,63.52698522,Low,443.52,7.71108042,0,YES,YES,NO,210.45,,SUP012
ITM12856,Pharma,434,87,3,8,18.32,0.61,0.44,L53,C,117,0.84,106.96,1.25,7,0.72,434,9.33,0.98,12/1/24,273.18,0.599,,46420.64,23.68995633,11.12087268,Medium,542.5,2.846811901,0,YES,NO,NO,144.94,,SUP014
ITM12857,Electronics,126,34,10,2,40.62,6.4,0.15,L84,B,53,2.78,105.02,1.99,6,0.73,987,14.37,0.52,4/15/24,103.74,0.523,,13232.52,3.101920236,8.502024291,Medium,250.74,14.93409522,0,YES,NO,YES,180.6,,SUP014
ITM12858,Automotive,107,28,3,4,12.56,4.36,0.22,L61,B,158,4.01,166.52,0.44,4,0.98,291,3.55,0.54,12/18/24,81.5,0.627,,17817.64,8.51910828,9.190184049,Medium,47.08,14.388,0,YES,YES,NO,6.42,,SUP014
ITM12859,Groceries,148,48,4,4,23.6,3.49,0.31,L62,A,16,3.65,186.12,0.43,9,0.73,96,6.65,0.33,6/10/24,266.15,0.478,,27545.76,6.271186441,3.8925418,Medium,63.64,11.517,0,YES,NO,NO,100.95,,SUP003
ITM12860,Pharma,414,88,9,3,24.15,9.86,0.49,L84,D,137,4.87,136.02,0.16,2,0.96,164,14.36,0.28,7/28/24,93.25,0.783,,56312.28,17.14285714,31.07774799,Low,66.24,28.17873459,0,YES,NO,YES,75.8,,SUP015
ITM12861,Pharma,394,89,10,2,17.7,4.93,0.74,L26,A,106,0.61,68.02,1.98,8,0.94,757,11.5,0.63,7/4/24,296.37,0.509,,26799.88,22.25988701,9.305935149,Medium,780.12,11.50392022,0,YES,NO,NO,172.47,,SUP004
ITM12862,Pharma,360,36,3,7,47.78,7.62,0.22,L97,D,20,1.68,141.03,0.76,3,0.71,855,2,0.68,2/24/24,168.95,0.569,,50770.8,7.534533278,14.91565552,Medium,273.6,33.26503123,0,YES,YES,NO,165.51,,SUP004
ITM12863,Pharma,23,83,5,2,35.14,2.19,0.76,L37,D,169,2.97,57.76,1.55,5,0.71,179,7,0.49,3/20/24,148.15,0.478,,1328.48,0.654524758,1.086736416,High,35.65,5.110260708,60,NO,NO,NO,97.83,,SUP009
ITM12864,Pharma,346,72,9,6,27.42,0.63,0.87,L42,A,115,3.29,193.64,0.21,3,0.86,606,14.83,0.69,8/6/24,293.18,0.827,,66999.44,12.61852662,8.261136503,Medium,72.66,2.546244588,0,YES,NO,YES,101.24,,SUP015
ITM12865,Automotive,429,77,11,4,26.02,4.47,0.69,L37,C,92,1.73,166.25,0.67,8,1,204,7.35,0.52,11/29/24,75.76,0.575,,71321.25,16.48731745,39.63833157,Medium,287.43,14.751,0,YES,NO,NO,106.38,,SUP003
ITM12866,Groceries,386,28,10,7,8.81,6.82,0.14,L83,D,45,4.22,91.93,1.29,3,0.96,544,9.81,0.89,10/26/24,273.6,0.712,,35484.98,43.8138479,9.875730994,Medium,497.94,29.7726395,0,YES,NO,NO,211.93,,SUP004
ITM12867,Pharma,325,37,10,8,19.24,5.31,0.5,L8,C,127,1.24,159.03,1.1,7,0.79,878,10.81,0.96,5/9/24,181.54,0.644,,51684.75,16.89189189,12.53167346,Medium,357.5,24.78126425,0,YES,NO,NO,46.86,,SUP002
ITM12868,Apparel,415,94,11,8,33.97,8.96,0.69,L99,A,174,0.5,87.64,0.49,2,0.82,131,10.3,0.67,5/13/24,228.94,0.746,,36370.6,12.21666176,12.68891413,Low,203.35,41.81546661,0,YES,NO,NO,8.85,,SUP001
ITM12869,Apparel,114,87,12,4,46.3,4.62,0.98,L12,C,50,4.79,24.18,0.98,7,0.82,828,8.26,0.87,10/1/24,178.79,0.61,,2756.52,2.462203024,4.463336876,Medium,111.72,15.246,0,NO,NO,NO,145.31,,SUP009
ITM12870,Groceries,228,42,5,2,41.01,3.45,0.96,L84,D,101,2.26,144.29,0.31,2,0.92,718,2.86,0.88,8/4/24,189.41,0.727,,32898.12,5.559619605,8.426165461,Low,70.68,8.050410704,0,YES,YES,NO,97.66,,SUP014
ITM12871,Electronics,244,19,10,7,15.72,9.2,0.46,L74,A,58,4.81,86.88,1.13,4,0.8,74,10.92,0.77,10/16/24,54.93,0.667,,21198.72,15.5216285,31.09411979,Medium,275.72,40.1625049,0,YES,NO,NO,55.11,,SUP007
ITM12872,Electronics,478,92,3,3,22.26,4.36,0.65,L30,C,152,1.75,186.76,0.28,0,0.74,383,14.07,0.35,7/6/24,53.98,0.778,,89271.28,21.47349506,61.98592071,Low,133.84,12.46037351,0,YES,NO,YES,101.84,,SUP015
