po_id,supplier_id,item_id,order_date,expected_delivery_date,actual_delivery_date,order_quantity,unit_cost,total_purchase_cost,po_status
PO05337,SUP002,ITM11173,9/4/24,9/13/24,9/14/24,554,98.18,54391.72,Delivered
PO05338,SUP006,ITM12955,10/21/24,10/26/24,10/25/24,951,115.26,109612.26,Delivered
PO05339,SUP015,ITM10165,3/28/24,4/3/24,4/5/24,490,92.62,45383.8,Delivered
PO05340,SUP009,ITM10460,7/2/24,7/9/24,7/13/24,219,7.26,1589.94,Delayed
PO05341,SUP008,ITM11082,10/4/24,10/9/24,10/10/24,331,84.47,27959.57,Delivered
PO05342,SUP009,ITM10472,9/23/24,9/30/24,10/2/24,854,134.8,115119.2,Delivered
PO05343,SUP011,ITM10440,9/26/24,10/2/24,10/5/24,604,71.73,43324.92,Delivered
PO05344,SUP015,ITM11281,6/13/24,6/17/24,6/20/24,862,95.65,82450.3,Delivered
PO05345,SUP005,ITM12974,7/26/24,7/28/24,,68,100.2,6813.6,Open
PO05346,SUP014,ITM10324,5/16/24,5/22/24,5/21/24,724,121.63,88060.12,Delivered
PO05347,SUP008,ITM10770,3/27/24,4/5/24,4/4/24,932,15.93,14846.76,Delivered
PO05348,SUP011,ITM11301,6/12/24,6/21/24,6/19/24,854,98.13,83803.02,Delivered
PO05349,SUP001,ITM12894,3/27/24,4/3/24,4/2/24,237,111.15,26342.55,Delivered
PO05350,SUP006,ITM11353,1/5/24,1/8/24,,596,91.22,54367.12,Open
PO05351,SUP003,ITM11311,12/5/24,12/7/24,12/17/24,222,99.27,22037.94,Delayed
PO05352,SUP009,ITM11160,6/2/24,6/11/24,6/13/24,471,117.85,55507.35,Delivered
PO05353,SUP009,ITM11386,5/8/24,5/11/24,5/25/24,63,78.01,4914.63,Delayed
PO05354,SUP011,ITM12446,3/27/24,4/3/24,,301,124.58,37498.58,Open
PO05355,SUP005,ITM10919,2/14/24,2/20/24,2/22/24,229,141.02,32293.58,Delivered
PO05356,SUP010,ITM10300,1/7/24,1/16/24,1/19/24,477,24.28,11581.56,Delivered
PO05357,SUP006,ITM11029,12/21/24,12/26/24,12/25/24,469,16.97,7958.93,Delivered
PO05358,SUP011,ITM11113,5/14/24,5/18/24,5/27/24,897,16.09,14432.73,Delayed
PO05359,SUP015,ITM12346,10/24/24,10/27/24,10/26/24,239,96,22944,Delivered
PO05360,SUP010,ITM12054,5/25/24,6/3/24,6/1/24,784,12.45,9760.8,Delivered
PO05361,SUP003,ITM10985,2/8/24,2/14/24,2/12/24,638,22.92,14622.96,Delivered
PO05362,SUP015,ITM10344,7/8/24,7/10/24,,601,139.41,83785.41,Open
PO05363,SUP007,ITM11840,3/9/24,3/13/24,3/14/24,145,27.09,3928.05,Delivered
PO05364,SUP015,ITM12527,10/30/24,11/8/24,11/6/24,761,97.44,74151.84,Delivered
PO05365,SUP009,ITM12219,1/11/24,1/20/24,1/26/24,522,89.21,46567.62,Delayed
PO05366,SUP001,ITM11180,1/20/24,1/23/24,1/23/24,459,72.76,33396.84,Delivered
PO05367,SUP002,ITM11426,12/16/24,12/24/24,12/22/24,535,15.32,8196.2,Delivered
PO05368,SUP001,ITM12657,3/7/24,3/9/24,3/8/24,775,11.69,9059.75,Delivered
PO05369,SUP014,ITM11003,6/30/24,7/2/24,7/4/24,383,83.68,32049.44,Delivered
PO05370,SUP006,ITM12102,3/29/24,4/3/24,4/4/24,142,18.94,2689.48,Delivered
PO05371,SUP006,ITM12416,8/5/24,8/13/24,8/12/24,739,61.92,45758.88,Delivered
PO05372,SUP008,ITM12811,4/11/24,4/18/24,,167,76.57,12787.19,Open
PO05373,SUP008,ITM12340,11/12/24,11/14/24,11/17/24,145,72,10440,Delivered
PO05374,SUP008,ITM11803,6/2/24,6/8/24,6/7/24,782,27.59,21575.38,Delivered
PO05375,SUP012,ITM11004,6/27/24,6/29/24,6/29/24,169,52.01,8789.69,Delivered
PO05376,SUP001,ITM11544,4/10/24,4/19/24,4/20/24,531,15.47,8214.57,Delivered
PO05377,SUP011,ITM10816,7/17/24,7/24/24,7/25/24,480,24.6,11808,Delivered
PO05378,SUP014,ITM10236,1/17/24,1/22/24,1/25/24,263,39.42,10367.46,Delivered
PO05379,SUP005,ITM10908,11/5/24,11/12/24,11/14/24,96,27.17,2608.32,Delivered
PO05380,SUP006,ITM11455,8/7/24,8/14/24,,534,14.62,7807.08,Open
PO05381,SUP002,ITM10192,6/23/24,6/30/24,7/2/24,501,34.5,17284.5,Delivered
PO05382,SUP003,ITM10202,2/14/24,2/22/24,,556,35.1,19515.6,Open
PO05383,SUP003,ITM12329,10/16/24,10/22/24,10/22/24,764,104.57,79891.48,Delivered
PO05384,SUP013,ITM10754,3/27/24,4/2/24,4/1/24,505,57.43,29002.15,Delivered
PO05385,SUP007,ITM11508,5/16/24,5/18/24,5/19/24,222,103.4,22954.8,Delivered
PO05386,SUP007,ITM10709,6/25/24,6/27/24,6/27/24,865,112.22,97070.3,Delivered
PO05387,SUP008,ITM10912,7/18/24,7/23/24,7/24/24,633,34.13,21604.29,Delivered
PO05388,SUP002,ITM10496,1/6/24,1/13/24,1/13/24,841,66.75,56136.75,Delivered
PO05389,SUP001,ITM11984,4/25/24,5/2/24,5/1/24,478,125.69,60079.82,Delivered
PO05390,SUP004,ITM11811,1/22/24,1/25/24,1/26/24,227,114.43,25975.61,Delivered
PO05391,SUP013,ITM10054,8/10/24,8/16/24,8/16/24,114,102.08,11637.12,Delivered
PO05392,SUP006,ITM11994,1/2/24,1/5/24,1/4/24,562,85.62,48118.44,Delivered
PO05393,SUP011,ITM11081,11/16/24,11/22/24,12/3/24,809,104.95,84904.55,Delayed
PO05394,SUP003,ITM12865,3/30/24,4/3/24,4/6/24,335,107.55,36029.25,Delivered
PO05395,SUP013,ITM12836,10/29/24,11/6/24,11/4/24,645,103.3,66628.5,Delivered
PO05396,SUP004,ITM11454,9/1/24,9/8/24,9/8/24,738,99.58,73490.04,Delivered
PO05397,SUP008,ITM11449,6/5/24,6/7/24,6/10/24,700,128.22,89754,Delivered
PO05398,SUP003,ITM11162,2/18/24,2/23/24,2/24/24,567,132.84,75320.28,Delivered
PO05399,SUP003,ITM12852,9/24/24,9/29/24,9/28/24,518,64.64,33483.52,Delivered
PO05400,SUP005,ITM12098,7/11/24,7/14/24,7/15/24,913,55.57,50735.41,Delivered
PO05401,SUP012,ITM12731,6/28/24,7/7/24,7/15/24,967,15.98,15452.66,Delayed
PO05402,SUP015,ITM12609,8/27/24,9/4/24,9/5/24,823,93.54,76983.42,Delivered
PO05403,SUP013,ITM12839,10/10/24,10/12/24,10/17/24,426,14.18,6040.68,Delayed
PO05404,SUP012,ITM11402,12/21/24,12/29/24,12/29/24,886,44.1,39072.6,Delivered
PO05405,SUP008,ITM12808,11/7/24,11/16/24,11/14/24,202,122.35,24714.7,Delivered
PO05406,SUP013,ITM11120,12/22/24,12/26/24,12/24/24,61,139.47,8507.67,Delivered
PO05407,SUP012,ITM10859,6/6/24,6/12/24,6/15/24,515,144.58,74458.7,Delivered
PO05408,SUP007,ITM10363,10/14/24,10/22/24,10/22/24,291,90.05,26204.55,Delivered
PO05409,SUP011,ITM11650,8/7/24,8/9/24,8/7/24,283,114.99,32542.17,Delivered
PO05410,SUP004,ITM10241,8/15/24,8/21/24,8/22/24,656,87.72,57544.32,Delivered
PO05411,SUP011,ITM11117,4/18/24,4/22/24,4/23/24,710,41.85,29713.5,Delivered
PO05412,SUP005,ITM11174,4/18/24,4/22/24,4/23/24,532,60.67,32276.44,Delivered
PO05413,SUP005,ITM11512,3/2/24,3/11/24,3/10/24,237,24.01,5690.37,Delivered
PO05414,SUP002,ITM11738,8/3/24,8/6/24,8/7/24,983,104.68,102900.44,Delivered
PO05415,SUP013,ITM11628,5/23/24,5/29/24,,679,67.39,45757.81,Open
PO05416,SUP008,ITM12687,9/19/24,9/28/24,10/1/24,569,98.7,56160.3,Delivered
PO05417,SUP005,ITM10397,4/21/24,4/24/24,4/24/24,742,53.51,39704.42,Delivered
PO05418,SUP004,ITM10364,1/24/24,1/28/24,1/27/24,636,85.42,54327.12,Delivered
PO05419,SUP008,ITM11231,6/4/24,6/12/24,6/11/24,763,35.11,26788.93,Delivered
PO05420,SUP009,ITM11227,11/12/24,11/15/24,,565,102.99,58189.35,Open
PO05421,SUP002,ITM12183,7/23/24,7/26/24,7/26/24,867,150.19,130214.73,Delivered
PO05422,SUP008,ITM12040,6/14/24,6/16/24,,914,35.8,32721.2,Open
PO05423,SUP010,ITM10175,6/3/24,6/5/24,6/4/24,898,98.93,88839.14,Delivered
PO05424,SUP010,ITM12669,8/21/24,8/25/24,8/28/24,927,32.19,29840.13,Delivered
PO05425,SUP012,ITM10187,12/24/24,12/31/24,,608,29.38,17863.04,Open
PO05426,SUP015,ITM12860,12/15/24,12/18/24,12/16/24,466,92.24,42983.84,Delivered
PO05427,SUP015,ITM10323,4/5/24,4/10/24,,830,43.5,36105,Open
PO05428,SUP006,ITM11622,3/24/24,3/29/24,4/1/24,967,47.09,45536.03,Delivered
PO05429,SUP009,ITM12869,8/30/24,9/3/24,9/5/24,645,15.37,9913.65,Delivered
PO05430,SUP010,ITM12095,9/17/24,9/26/24,,132,33.86,4469.52,Open
PO05431,SUP008,ITM10914,10/17/24,10/21/24,,213,112.94,24056.22,Open
PO05432,SUP003,ITM12964,10/14/24,10/20/24,10/23/24,380,121.8,46284,Delivered
PO05433,SUP005,ITM11274,4/14/24,4/18/24,,288,24.31,7001.28,Open
PO05434,SUP011,ITM10220,8/22/24,8/26/24,8/24/24,596,134.82,80352.72,Delivered
PO05435,SUP003,ITM11750,6/6/24,6/13/24,6/12/24,464,128.64,59688.96,Delivered
PO05436,SUP005,ITM12680,3/21/24,3/28/24,3/31/24,762,69.71,53119.02,Delivered
PO05437,SUP010,ITM10950,12/17/24,12/22/24,12/29/24,955,63.69,60823.95,Delayed
PO05438,SUP012,ITM10899,5/1/24,5/10/24,5/18/24,753,34.03,25624.59,Delayed
PO05439,SUP005,ITM11967,11/3/24,11/7/24,11/5/24,339,33.59,11387.01,Delivered
PO05440,SUP009,ITM11165,10/16/24,10/24/24,10/25/24,510,16.8,8568,Delivered
PO05441,SUP010,ITM12342,7/13/24,7/18/24,7/16/24,681,76.85,52334.85,Delivered
PO05442,SUP009,ITM10606,10/2/24,10/11/24,10/9/24,426,130.25,55486.5,Delivered
PO05443,SUP005,ITM10039,11/6/24,11/11/24,11/11/24,287,121.02,34732.74,Delivered
PO05444,SUP012,ITM12494,9/19/24,9/28/24,9/28/24,724,53.35,38625.4,Delivered
PO05445,SUP008,ITM11447,1/28/24,2/2/24,2/5/24,744,77.03,57310.32,Delivered
PO05446,SUP013,ITM12716,2/8/24,2/14/24,2/16/24,164,114.32,18748.48,Delivered
PO05447,SUP002,ITM10806,9/14/24,9/20/24,,55,123.91,6815.05,Open
PO05448,SUP006,ITM11326,7/11/24,7/15/24,7/23/24,729,37.7,27483.3,Delayed
PO05449,SUP015,ITM12327,2/28/24,3/4/24,3/7/24,590,113.59,67018.1,Delivered
PO05450,SUP006,ITM12675,1/27/24,2/3/24,2/6/24,921,63.05,58069.05,Delivered
PO05451,SUP006,ITM11400,10/24/24,10/30/24,11/13/24,195,67.97,13254.15,Delayed
PO05452,SUP009,ITM11232,11/30/24,12/7/24,12/7/24,51,72.8,3712.8,Delivered
PO05453,SUP015,ITM11108,8/17/24,8/25/24,,167,123.22,20577.74,Open
PO05454,SUP008,ITM11854,11/2/24,11/10/24,,472,68.48,32322.56,Cancelled
PO05455,SUP003,ITM11760,1/22/24,1/25/24,1/23/24,258,35.1,9055.8,Delivered
PO05456,SUP006,ITM11054,11/18/24,11/25/24,11/27/24,705,144.59,101935.95,Delivered
PO05457,SUP003,ITM12990,2/3/24,2/10/24,2/11/24,203,102.92,20892.76,Delivered
PO05458,SUP010,ITM11359,11/3/24,11/12/24,11/24/24,228,54,12312,Delayed
PO05459,SUP004,ITM10330,5/31/24,6/3/24,,912,53.81,49074.72,Open
PO05460,SUP006,ITM11778,1/16/24,1/21/24,1/19/24,518,59.1,30613.8,Delivered
PO05461,SUP004,ITM10287,9/16/24,9/25/24,9/25/24,628,18.73,11762.44,Delivered
PO05462,SUP005,ITM12830,11/27/24,12/1/24,12/1/24,140,59.54,8335.6,Delivered
PO05463,SUP002,ITM13173,10/3/24,10/7/24,10/9/24,751,70,52570,Delivered
PO05464,SUP009,ITM10994,11/3/24,11/9/24,11/19/24,929,111.46,103546.34,Delayed
PO05465,SUP003,ITM12047,8/29/24,9/3/24,9/2/24,65,86.76,5639.4,Delivered
PO05466,SUP010,ITM12715,9/28/24,10/2/24,9/30/24,295,106.2,31329,Delivered
PO05467,SUP002,ITM10389,8/21/24,8/27/24,8/26/24,994,65.7,65305.8,Delivered
PO05468,SUP003,ITM11311,12/10/24,12/12/24,12/20/24,337,86.38,29110.06,Delayed
PO05469,SUP001,ITM10725,6/15/24,6/24/24,,440,131.45,57838,Open
PO05470,SUP013,ITM10599,4/4/24,4/12/24,4/12/24,584,111.02,64835.68,Delivered
PO05471,SUP003,ITM12809,9/5/24,9/13/24,9/18/24,232,99.53,23090.96,Delayed
PO05472,SUP008,ITM12240,5/31/24,6/4/24,,723,106.95,77324.85,Open
PO05473,SUP010,ITM12014,3/24/24,3/27/24,3/27/24,270,48.76,13165.2,Delivered
PO05474,SUP013,ITM13027,1/10/24,1/15/24,1/14/24,278,132.05,36709.9,Delivered
PO05475,SUP004,ITM12045,5/7/24,5/13/24,5/15/24,981,39.85,39092.85,Delivered
PO05476,SUP002,ITM11012,8/19/24,8/21/24,8/24/24,110,122.4,13464,Delivered
PO05477,SUP014,ITM11003,7/11/24,7/13/24,7/14/24,50,81.18,4059,Delivered
PO05478,SUP008,ITM10871,5/30/24,6/1/24,6/1/24,186,138.02,25671.72,Delivered
PO05479,SUP011,ITM10302,12/19/24,12/25/24,12/25/24,413,36.33,15004.29,Delivered
PO05480,SUP006,ITM11455,8/5/24,8/12/24,8/10/24,766,15.52,11888.32,Delivered
PO05481,SUP007,ITM11982,8/13/24,8/17/24,,847,150.55,127515.85,Open
PO05482,SUP010,ITM12020,12/13/24,12/15/24,12/14/24,944,16.64,15708.16,Delivered
PO05483,SUP007,ITM11672,12/25/24,12/31/24,1/2/25,609,94.63,57629.67,Delivered
PO05484,SUP009,ITM11336,6/29/24,7/8/24,7/21/24,512,57.95,29670.4,Delayed
PO05485,SUP006,ITM10877,5/7/24,5/11/24,5/11/24,779,59.22,46132.38,Delivered
PO05486,SUP001,ITM11700,3/18/24,3/20/24,,180,38.56,6940.8,Cancelled
PO05487,SUP007,ITM11360,1/20/24,1/23/24,1/24/24,668,78.04,52130.72,Delivered
PO05488,SUP005,ITM12456,9/27/24,9/29/24,10/1/24,125,42.05,5256.25,Delivered
PO05489,SUP011,ITM12065,10/24/24,10/26/24,10/27/24,983,68.65,67482.95,Delivered
PO05490,SUP015,ITM11821,12/7/24,12/16/24,12/22/24,816,72.33,59021.28,Delayed
PO05491,SUP006,ITM11565,5/11/24,5/17/24,5/19/24,446,94.69,42231.74,Delivered
PO05492,SUP001,ITM11329,7/29/24,8/7/24,8/6/24,61,76.46,4664.06,Delivered
PO05493,SUP005,ITM11905,7/22/24,7/28/24,7/29/24,632,53.92,34077.44,Delivered
PO05494,SUP007,ITM12786,3/31/24,4/3/24,4/3/24,436,42.18,18390.48,Delivered
PO05495,SUP006,ITM11347,10/29/24,11/6/24,11/19/24,723,90.88,65706.24,Delayed
PO05496,SUP008,ITM10586,10/28/24,11/5/24,11/18/24,860,28.85,24811,Delayed
PO05497,SUP003,ITM10961,10/7/24,10/13/24,10/13/24,819,98.65,80794.35,Delivered
PO05498,SUP001,ITM11544,9/1/24,9/10/24,,459,15.03,6898.77,Open
PO05499,SUP012,ITM10500,8/25/24,9/1/24,9/2/24,675,96.41,65076.75,Delivered
PO05500,SUP003,ITM11690,8/10/24,8/17/24,8/15/24,302,46.63,14082.26,Delivered
PO05501,SUP001,ITM10867,3/29/24,4/6/24,4/6/24,966,106.44,102821.04,Delivered
PO05502,SUP002,ITM13048,5/6/24,5/10/24,5/9/24,667,85.16,56801.72,Delivered
PO05503,SUP005,ITM12621,4/7/24,4/14/24,,663,33.81,22416.03,Cancelled
PO05504,SUP004,ITM13043,3/5/24,3/9/24,3/7/24,54,124.41,6718.14,Delivered
PO05505,SUP007,ITM10955,5/28/24,5/31/24,6/3/24,724,74.46,53909.04,Delivered
PO05506,SUP009,ITM12277,7/23/24,7/27/24,7/29/24,791,127.9,101168.9,Delivered
PO05507,SUP001,ITM11057,2/4/24,2/11/24,2/19/24,808,58.59,47340.72,Delayed
PO05508,SUP008,ITM10253,4/26/24,5/5/24,,941,100,94100,Open
PO05509,SUP002,ITM10056,10/15/24,10/24/24,10/24/24,171,19.77,3380.67,Delivered
PO05510,SUP013,ITM11453,9/21/24,9/28/24,,557,13.51,7525.07,Open
PO05511,SUP004,ITM12667,11/21/24,11/30/24,,531,102.44,54395.64,Open
PO05512,SUP011,ITM11914,10/29/24,11/4/24,11/5/24,709,16.02,11358.18,Delivered
PO05513,SUP009,ITM11130,12/9/24,12/14/24,12/13/24,810,12.22,9898.2,Delivered
PO05514,SUP011,ITM11930,12/23/24,12/31/24,12/29/24,387,119.16,46114.92,Delivered
PO05515,SUP010,ITM10587,12/29/24,12/31/24,12/29/24,581,19.68,11434.08,Delivered
PO05516,SUP004,ITM12616,6/21/24,6/29/24,,81,56.27,4557.87,Open
PO05517,SUP014,ITM10937,9/5/24,9/7/24,,488,128.59,62751.92,Cancelled
PO05518,SUP015,ITM11964,2/22/24,2/24/24,2/24/24,622,116.72,72599.84,Delivered
PO05519,SUP006,ITM11054,7/24/24,7/31/24,8/2/24,897,140.09,125660.73,Delivered
PO05520,SUP012,ITM11708,1/18/24,1/24/24,1/24/24,461,60.28,27789.08,Delivered
PO05521,SUP009,ITM12277,1/3/24,1/7/24,1/10/24,423,110.8,46868.4,Delivered
PO05522,SUP006,ITM10461,1/2/24,1/5/24,1/6/24,468,24.37,11405.16,Delivered
PO05523,SUP004,ITM12765,9/26/24,10/1/24,10/1/24,541,91.85,49690.85,Delivered
PO05524,SUP015,ITM12961,11/29/24,12/1/24,12/15/24,839,106.58,89420.62,Delayed
PO05525,SUP002,ITM11541,1/4/24,1/9/24,1/9/24,552,79.06,43641.12,Delivered
PO05526,SUP011,ITM11125,12/29/24,1/4/25,1/3/25,124,13.43,1665.32,Delivered
PO05527,SUP001,ITM12547,9/3/24,9/11/24,9/11/24,920,80.32,73894.4,Delivered
PO05528,SUP004,ITM10456,1/7/24,1/13/24,1/14/24,557,84.1,46843.7,Delivered
PO05529,SUP003,ITM11119,3/27/24,4/1/24,4/1/24,113,46.81,5289.53,Delivered
PO05530,SUP002,ITM10198,2/14/24,2/21/24,,830,136.99,113701.7,Open
PO05531,SUP006,ITM12201,1/24/24,1/28/24,1/28/24,903,52.21,47145.63,Delivered
PO05532,SUP013,ITM10422,10/25/24,11/3/24,11/1/24,654,117.12,76596.48,Delivered
PO05533,SUP012,ITM12604,9/4/24,9/13/24,9/14/24,91,115.49,10509.59,Delivered
PO05534,SUP007,ITM10163,4/4/24,4/12/24,,922,24.56,22644.32,Open
PO05535,SUP006,ITM12607,5/20/24,5/25/24,,343,73.79,25309.97,Open
PO05536,SUP004,ITM10566,1/1/24,1/5/24,,555,81.97,45493.35,Open
PO05537,SUP008,ITM10090,8/15/24,8/22/24,8/24/24,475,39.7,18857.5,Delivered
PO05538,SUP001,ITM10867,4/25/24,5/3/24,5/1/24,995,117.08,116494.6,Delivered
PO05539,SUP006,ITM12887,1/3/24,1/11/24,1/12/24,473,62.43,29529.39,Delivered
PO05540,SUP014,ITM10922,11/7/24,11/16/24,11/17/24,694,8.6,5968.4,Delivered
PO05541,SUP005,ITM11430,12/18/24,12/27/24,12/27/24,141,55.45,7818.45,Delivered
PO05542,SUP002,ITM12902,5/2/24,5/11/24,5/17/24,934,52.1,48661.4,Delayed
PO05543,SUP012,ITM12366,6/26/24,7/5/24,7/5/24,442,68.6,30321.2,Delivered
PO05544,SUP001,ITM12036,5/10/24,5/15/24,5/13/24,621,51.71,32111.91,Delivered
PO05545,SUP012,ITM12273,9/17/24,9/25/24,9/25/24,607,107.25,65100.75,Delivered
PO05546,SUP006,ITM11268,2/18/24,2/20/24,2/21/24,316,27.19,8592.04,Delivered
PO05547,SUP013,ITM10680,11/13/24,11/17/24,11/17/24,304,66.73,20285.92,Delivered
PO05548,SUP012,ITM10648,2/29/24,3/2/24,3/6/24,712,62.7,44642.4,Delayed
PO05549,SUP007,ITM11863,8/30/24,9/1/24,9/1/24,61,96.55,5889.55,Delivered
PO05550,SUP002,ITM12538,1/7/24,1/10/24,1/10/24,964,13.71,13216.44,Delivered
PO05551,SUP001,ITM11925,10/3/24,10/5/24,10/3/24,829,97.81,81084.49,Delivered
PO05552,SUP010,ITM11293,12/30/24,1/1/25,12/31/24,133,122.25,16259.25,Delivered
PO05553,SUP005,ITM11906,1/13/24,1/16/24,1/18/24,441,79.16,34909.56,Delivered
PO05554,SUP001,ITM10506,3/23/24,3/31/24,,806,119.67,96454.02,Open
PO05555,SUP002,ITM12061,5/2/24,5/8/24,5/10/24,617,79.3,48928.1,Delivered
PO05556,SUP008,ITM11166,5/22/24,5/26/24,5/29/24,811,73.27,59421.97,Delivered
PO05557,SUP013,ITM10205,8/15/24,8/20/24,8/18/24,205,66.09,13548.45,Delivered
PO05558,SUP004,ITM12949,3/21/24,3/26/24,3/26/24,142,77.58,11016.36,Delivered
PO05559,SUP011,ITM11117,7/14/24,7/18/24,7/19/24,776,43.8,33988.8,Delivered
PO05560,SUP004,ITM11697,4/14/24,4/19/24,4/19/24,788,56.74,44711.12,Delivered
PO05561,SUP007,ITM11439,4/12/24,4/21/24,4/20/24,669,111.66,74700.54,Delivered
PO05562,SUP003,ITM12901,6/2/24,6/7/24,6/5/24,565,88.83,50188.95,Delivered
PO05563,SUP001,ITM10546,1/28/24,2/5/24,,910,15.64,14232.4,Open
PO05564,SUP002,ITM10655,1/22/24,1/24/24,1/26/24,621,17.16,10656.36,Delivered
PO05565,SUP011,ITM11930,1/22/24,1/30/24,1/28/24,745,122.27,91091.15,Delivered
PO05566,SUP009,ITM11559,11/2/24,11/4/24,11/2/24,603,69.76,42065.28,Delivered
PO05567,SUP015,ITM12905,12/20/24,12/29/24,12/29/24,936,99.41,93047.76,Delivered
PO05568,SUP007,ITM11611,2/17/24,2/21/24,2/20/24,880,78.66,69220.8,Delivered
PO05569,SUP009,ITM12144,2/21/24,2/24/24,2/26/24,332,107.58,35716.56,Delivered
PO05570,SUP007,ITM11570,10/14/24,10/17/24,10/16/24,869,96.21,83606.49,Delivered
PO05571,SUP011,ITM12705,4/5/24,4/7/24,4/5/24,658,10.68,7027.44,Delivered
PO05572,SUP003,ITM12458,1/17/24,1/22/24,1/23/24,867,85.61,74223.87,Delivered
PO05573,SUP001,ITM10879,3/22/24,3/31/24,3/31/24,281,98.99,27816.19,Delivered
PO05574,SUP013,ITM12799,8/28/24,9/1/24,9/2/24,538,67.06,36078.28,Delivered
PO05575,SUP015,ITM11304,7/5/24,7/13/24,7/13/24,541,41.13,22251.33,Delivered
PO05576,SUP004,ITM12772,1/30/24,2/5/24,,745,67.07,49967.15,Open
PO05577,SUP009,ITM11000,3/11/24,3/17/24,3/24/24,131,88.14,11546.34,Delayed
PO05578,SUP009,ITM10351,2/2/24,2/7/24,2/10/24,125,118.49,14811.25,Delivered
PO05579,SUP007,ITM12886,10/20/24,10/29/24,10/28/24,640,109.49,70073.6,Delivered
PO05580,SUP013,ITM12306,9/5/24,9/10/24,,467,72.12,33680.04,Open
PO05581,SUP012,ITM11432,7/27/24,8/4/24,8/4/24,769,14.91,11465.79,Delivered
PO05582,SUP008,ITM12334,7/11/24,7/17/24,7/26/24,287,44.17,12676.79,Delayed
PO05583,SUP001,ITM13114,3/11/24,3/16/24,3/14/24,807,8.97,7238.79,Delivered
PO05584,SUP011,ITM11596,1/9/24,1/17/24,1/18/24,882,124.9,110161.8,Delivered
PO05585,SUP011,ITM12452,8/17/24,8/26/24,8/27/24,579,56.35,32626.65,Delivered
PO05586,SUP007,ITM12120,6/18/24,6/22/24,6/26/24,452,111.61,50447.72,Delayed
PO05587,SUP009,ITM11386,7/21/24,7/24/24,7/25/24,899,75.93,68261.07,Delivered
PO05588,SUP015,ITM12239,1/23/24,1/31/24,2/2/24,958,44.05,42199.9,Delivered
PO05589,SUP015,ITM11913,11/27/24,12/1/24,12/1/24,907,31.96,28987.72,Delivered
PO05590,SUP015,ITM10918,10/6/24,10/15/24,10/13/24,930,109.79,102104.7,Delivered
PO05591,SUP006,ITM11994,1/23/24,1/26/24,1/25/24,110,84.09,9249.9,Delivered
PO05592,SUP005,ITM10135,5/1/24,5/6/24,5/5/24,423,108.24,45785.52,Delivered
PO05593,SUP003,ITM11014,11/7/24,11/16/24,11/15/24,755,91.72,69248.6,Delivered
PO05594,SUP005,ITM12974,8/23/24,8/25/24,,632,92.91,58719.12,Open
PO05595,SUP002,ITM12556,11/1/24,11/4/24,11/2/24,638,118.15,75379.7,Delivered
PO05596,SUP007,ITM11876,4/5/24,4/12/24,4/16/24,100,86.95,8695,Delayed
PO05597,SUP012,ITM10549,9/30/24,10/8/24,10/7/24,933,83.2,77625.6,Delivered
PO05598,SUP003,ITM10269,6/27/24,7/4/24,7/15/24,352,111.59,39279.68,Delayed
PO05599,SUP003,ITM11490,5/11/24,5/17/24,,695,96.99,67408.05,Open
PO05600,SUP010,ITM12203,3/11/24,3/13/24,3/13/24,815,35.63,29038.45,Delivered
PO05601,SUP008,ITM10749,11/5/24,11/12/24,11/12/24,997,83.31,83060.07,Delivered
PO05602,SUP012,ITM12370,9/20/24,9/23/24,9/25/24,66,70.68,4664.88,Delivered
PO05603,SUP003,ITM12420,3/2/24,3/11/24,3/13/24,448,46.17,20684.16,Delivered
PO05604,SUP015,ITM10045,6/28/24,7/1/24,7/1/24,957,18.13,17350.41,Delivered
PO05605,SUP008,ITM11803,5/24/24,5/30/24,,457,35.44,16196.08,Open
PO05606,SUP012,ITM12405,3/21/24,3/24/24,,661,48.37,31972.57,Open
PO05607,SUP009,ITM12660,7/8/24,7/13/24,7/14/24,681,83.32,56740.92,Delivered
PO05608,SUP011,ITM11080,6/10/24,6/17/24,6/18/24,62,48.5,3007,Delivered
PO05609,SUP003,ITM12947,7/28/24,8/4/24,8/5/24,910,81.53,74192.3,Delivered
PO05610,SUP010,ITM10534,10/4/24,10/8/24,10/9/24,60,124.81,7488.6,Delivered
PO05611,SUP012,ITM11269,11/23/24,11/25/24,11/26/24,973,73.51,71525.23,Delivered
PO05612,SUP003,ITM10490,1/9/24,1/11/24,1/11/24,868,71.97,62469.96,Delivered
PO05613,SUP011,ITM12935,7/6/24,7/11/24,7/9/24,122,120.35,14682.7,Delivered
PO05614,SUP003,ITM11398,4/11/24,4/15/24,4/13/24,501,39.57,19824.57,Delivered
PO05615,SUP001,ITM10714,11/21/24,11/24/24,12/4/24,558,130.68,72919.44,Delayed
PO05616,SUP004,ITM10823,6/10/24,6/19/24,6/19/24,589,123.89,72971.21,Delivered
PO05617,SUP015,ITM10592,2/1/24,2/3/24,2/2/24,311,43.71,13593.81,Delivered
PO05618,SUP001,ITM12075,4/17/24,4/23/24,4/23/24,364,41.53,15116.92,Delivered
PO05619,SUP004,ITM12928,5/15/24,5/21/24,5/22/24,320,102.87,32918.4,Delivered
PO05620,SUP003,ITM10478,7/6/24,7/11/24,7/14/24,881,128.23,112970.63,Delivered
PO05621,SUP014,ITM13026,8/27/24,8/29/24,8/29/24,790,123.96,97928.4,Delivered
